username,timestamp,content,mentions,hashtags,clean_content,signal
BMSMONEY,2025-07-12 06:30:00+00:00,"BMSMONEY
@BMS_MONEY
·
2h
Top 10   Aggressive Hybrid Mutual Funds for 2025 Ranked by composite performance   score
  As of June 30, 2025. 
      https://bmsmoney.com/eng/mutual-fund/top-performing-aggressive-hybrid-fund…
    #mutualfunds #MutualFundsSahiHai #NIFTYFUTURE #nifty50 #NiftyIT   #NiftyMidcap #NiftyBank #niftyOptions #sensex #India #FIIs #DIIs
46",@BMS_MONEY,"#mutualfunds, #MutualFundsSahiHai, #NIFTYFUTURE, #nifty50, #NiftyIT, #NiftyMidcap, #NiftyBank, #niftyOptions, #sensex, #India, #FIIs, #DIIs","bmsmoney


2h
top 10   aggressive hybrid mutual funds for 2025 ranked by composite performance   score
  as of june 30 2025 
      
    mutualfunds mutualfundssahihai niftyfuture nifty50 niftyit   niftymidcap niftybank niftyoptions sensex india fiis diis
46",0
शेयर बाजार का कीड़ा,2025-07-12 06:24:31+00:00,"शेयर बाजार का कीड़ा
@Mukeput
·
2h
*#Nifty50 Index represents over 60% of India’s total stock market cap* 

If you want simple, diversified exposure to the top 50 firms 
Look at Nifty BeES ETF

 Tracks all 50 Nifty stocks
 High liquidity
 Ultra-low expense ratio
 Trades at 1/100th the value of #Nifty50
2
2
77",@Mukeput,"#Nifty50, #Nifty50","शयर बजर क कड़


2h
nifty50 index represents over 60 of indias total stock market cap 

if you want simple diversified exposure to the top 50 firms 
look at nifty bees etf

 tracks all 50 nifty stocks
 high liquidity
 ultralow expense ratio
 trades at 1100th the value of nifty50
2
2
77",0
ET NOW,2025-07-12 06:21:23+00:00,"ET NOW
@ETNOWlive
·
2h
#NewsFatafat | Dalal Street ends week two in red: Broader markets slump as IT & metals drag; FMCG stocks show resilience.

#DalalStreet #StockMarketUpdate #ITStocks #MetalsCrash #FMCG #MarketTrends #Sensex #Nifty50
1.3K",@ETNOWlive,"#NewsFatafat, #DalalStreet, #StockMarketUpdate, #ITStocks, #MetalsCrash, #FMCG, #MarketTrends, #Sensex, #Nifty50","et now


2h
newsfatafat  dalal street ends week two in red broader markets slump as it  metals drag fmcg stocks show resilience

dalalstreet stockmarketupdate itstocks metalscrash fmcg markettrends sensex nifty50
13k",0
Firstock,2025-07-12 06:16:59+00:00,"Firstock
@thefirstock
·
2h
Replying to 
@thefirstock
 Stay informed. Invest smart.

#MarketUpdate #WeeklyRecap #Nifty50 #Sensex #IndiaVIX #StockMarket #Firstock #VolatilityTrend #InvestSmart
46","@thefirstock, @thefirstock","#MarketUpdate, #WeeklyRecap, #Nifty50, #Sensex, #IndiaVIX, #StockMarket, #Firstock, #VolatilityTrend, #InvestSmart","firstock


2h
replying to 

 stay informed invest smart

marketupdate weeklyrecap nifty50 sensex indiavix stockmarket firstock volatilitytrend investsmart
46",0
Rajesh,2025-07-12 06:15:15+00:00,"Rajesh
@R2KMB
·
2h
Seems something is pending. Correction continues 

#Nifty50 #StockMarketIndia
43",@R2KMB,"#Nifty50, #StockMarketIndia","rajesh


2h
seems something is pending correction continues 

nifty50 stockmarketindia
43",0
Rajesh,2025-07-12 06:12:20+00:00,"Rajesh
@R2KMB
·
2h
There may be one more dip of ~120 points in NIFTY to set panic for reversal. 

Wait and watch 

#Nifty50 #StockMarketIndia
52",@R2KMB,"#Nifty50, #StockMarketIndia","rajesh


2h
there may be one more dip of 120 points in nifty to set panic for reversal 

wait and watch 

nifty50 stockmarketindia
52",0
Soctr.IN,2025-07-12 06:12:14+00:00,"Soctr.IN
@MySoctr
·
2h
#TCS update #Nuvama 

For more #Updates visit http://my.soctr.in/x And ""follow"" 
@MySoctr


#MarketTrends #StockMarkets #Nifty #BankNifty #FinNifty #NiftyMidcap #NiftySmallCap #nifty50 #investing #BreakoutStocks #StocksInFocus #StocksToWatch #StocksToBuy #StocksToTrade
Show more
169","@MySoctr, @MySoctr","#TCS, #Nuvama, #Updates, #MarketTrends, #StockMarkets, #Nifty, #BankNifty, #FinNifty, #NiftyMidcap, #NiftySmallCap, #nifty50, #investing, #BreakoutStocks, #StocksInFocus, #StocksToWatch, #StocksToBuy, #StocksToTrade","soctrin


2h
tcs update nuvama 

for more updates visit  and follow 



markettrends stockmarkets nifty banknifty finnifty niftymidcap niftysmallcap nifty50 investing breakoutstocks stocksinfocus stockstowatch stockstobuy stockstotrade
show more
169",1
Arvind R,2025-07-12 06:12:07+00:00,"Arvind R
@StockTalks_
·
2h
A self explanatory chart of #Nifty50.
No buy sale advice, just for educational purposes.
Quote
Arvind R
@StockTalks_
·
19h
Just 2% correction from the recent swing high.
#niftycrash  x.com/StockTalks_/st…
91","@StockTalks_, @StockTalks_","#Nifty50, #niftycrash","arvind r


2h
a self explanatory chart of nifty50
no buy sale advice just for educational purposes
quote
arvind r


19h
just 2 correction from the recent swing high
niftycrash  xcomstocktalks_st
91",1
Soctr.IN,2025-07-12 06:11:40+00:00,"Soctr.IN
@MySoctr
·
2h
#DirecttaxcollectionsFY26

For more #Updates visit http://my.soctr.in/x And ""follow"" 
@MySoctr


#MarketTrends #StockMarkets #Nifty #BankNifty #FinNifty #NiftyMidcap #NiftySmallCap #nifty50 #investing #BreakoutStocks #StocksInFocus #StocksToWatch #StocksToBuy #StocksToTrade
Show more
137","@MySoctr, @MySoctr","#DirecttaxcollectionsFY26, #Updates, #MarketTrends, #StockMarkets, #Nifty, #BankNifty, #FinNifty, #NiftyMidcap, #NiftySmallCap, #nifty50, #investing, #BreakoutStocks, #StocksInFocus, #StocksToWatch, #StocksToBuy, #StocksToTrade","soctrin


2h
directtaxcollectionsfy26

for more updates visit  and follow 



markettrends stockmarkets nifty banknifty finnifty niftymidcap niftysmallcap nifty50 investing breakoutstocks stocksinfocus stockstowatch stockstobuy stockstotrade
show more
137",1
Sanyamjain,2025-07-12 06:09:16+00:00,"Sanyamjain
@Sanyam_Jain__
·
2h
Wastewater management is becoming a big challenge in all major cities
This sector will give some multibaggers in coming years
ENVIRO INFRA ENGINEERS (EIEL) operates mainly in Delhi-NCR region, big opportunity for them

#enviroinfra #enviro #wastewater #delhi #nifty #Nifty50
1
1
4
184",@Sanyam_Jain__,"#enviroinfra, #enviro, #wastewater, #delhi, #nifty, #Nifty50","sanyamjain


2h
wastewater management is becoming a big challenge in all major cities
this sector will give some multibaggers in coming years
enviro infra engineers eiel operates mainly in delhincr region big opportunity for them

enviroinfra enviro wastewater delhi nifty nifty50
1
1
4
184",0
MeghaTrader,2025-07-12 06:03:45+00:00,"MeghaTrader
@MeghaTrader_MT
·
2h
Ideal for short

#Nifty50
80",@MeghaTrader_MT,#Nifty50,"meghatrader


2h
ideal for short

nifty50
80",-1
sana khatri,2025-07-12 06:00:53+00:00,"sana khatri
@ZKarjekar94998
·
2h
Given  on 5th july   NIFTY FRESH ZONE FOR SHORT (SELL) 25491-25613

NOW 350 POINTS DOWN 
POWER OF TIME CYCLE AND INSTITUTIONS SUPPPLY ZONE

#stockmarketcrash 
#trading 
#Nifty50
1
50",@ZKarjekar94998,"#stockmarketcrash, #trading, #Nifty50","sana khatri


2h
given  on 5th july   nifty fresh zone for short sell 2549125613

now 350 points down 
power of time cycle and institutions suppply zone

stockmarketcrash 
trading 
nifty50
1
50",-1
BMSMONEY,2025-07-12 06:00:00+00:00,"BMSMONEY
@BMS_MONEY
·
2h
Top 10   Value Mutual Funds for 2025 Ranked by composite performance score
  As of June 30, 2025. Find the right funds to grow your   portfolio! 
    https://bmsmoney.com/eng/mutual-fund/top-performing-value-fund…
    #mutualfunds #MutualFundsSahiHai #NIFTYFUTURE #nifty50 #NiftyIT   #NiftyMidcap #NiftyBank
Show more
35",@BMS_MONEY,"#mutualfunds, #MutualFundsSahiHai, #NIFTYFUTURE, #nifty50, #NiftyIT, #NiftyMidcap, #NiftyBank","bmsmoney


2h
top 10   value mutual funds for 2025 ranked by composite performance score
  as of june 30 2025 find the right funds to grow your   portfolio 
    
    mutualfunds mutualfundssahihai niftyfuture nifty50 niftyit   niftymidcap niftybank
show more
35",0
satyendera tiwari,2025-07-12 06:00:00+00:00,"satyendera tiwari
@viratbharat9
·
2h
Join our official Telegram channel for more insight.
https://t.me/viratbharat9
#stockmarketupdate #trading #investing #equityinvesting #investmentstrategy #swingtrading #investing #finance #equity #marketupdate #nifty50 #sensex #nse #bse #learntotrade #tradingmotivation #banknifty
1
78",@viratbharat9,"#stockmarketupdate, #trading, #investing, #equityinvesting, #investmentstrategy, #swingtrading, #investing, #finance, #equity, #marketupdate, #nifty50, #sensex, #nse, #bse, #learntotrade, #tradingmotivation, #banknifty","satyendera tiwari


2h
join our official telegram channel for more insight

stockmarketupdate trading investing equityinvesting investmentstrategy swingtrading investing finance equity marketupdate nifty50 sensex nse bse learntotrade tradingmotivation banknifty
1
78",0
Market Research Analyst (RKSM),2025-07-12 05:59:39+00:00,"Market Research Analyst (RKSM)
@researchrks
·
2h
Kindly do support us & follow for more updates!

SupplyZone-Fri 3PM

#Bitcoin  analyzed by #RKSM (Adv)

Decisions r yours!

#BTCUSDT/#BTC -Associate with us for - #Nifty #Nifty50 #BankNifty #Commodities #stocks #gold #Oil
#DataDecoder #TrendTracker #StockMarket #MarketInsights
1
117",@researchrks,"#Bitcoin, #RKSM, #BTCUSDT, #BTC, #Nifty, #Nifty50, #BankNifty, #Commodities, #stocks, #gold, #Oil, #DataDecoder, #TrendTracker, #StockMarket, #MarketInsights","market research analyst rksm


2h
kindly do support us  follow for more updates

supplyzonefri 3pm

bitcoin  analyzed by rksm adv

decisions r yours

btcusdtbtc associate with us for  nifty nifty50 banknifty commodities stocks gold oil
datadecoder trendtracker stockmarket marketinsights
1
117",0
Sachin,2025-07-12 05:58:57+00:00,"Sachin
@Sachin94596741
·
2h
Nifty 1 Day Time Frame 25070  50 percent area test Nifty

#Nifty50 #niftyfuture #Nifty 
#indextowatch #indextofocus
Not Sebi registered.
104",@Sachin94596741,"#Nifty50, #niftyfuture, #Nifty, #indextowatch, #indextofocus","sachin


2h
nifty 1 day time frame 25070  50 percent area test nifty

nifty50 niftyfuture nifty 
indextowatch indextofocus
not sebi registered
104",0
Arpana Santosh,2025-07-12 05:54:53+00:00,"Arpana Santosh
@anu316594
·
3h
Nifty important level for Monday  

#Nifty #Nifty50 #niftycrash 

Don't forget to join our telegram group free for profitable option trading guidance 
101",@anu316594,"#Nifty, #Nifty50, #niftycrash","arpana santosh


3h
nifty important level for monday  

nifty nifty50 niftycrash 

dont forget to join our telegram group free for profitable option trading guidance 
101",0
MeghaTrader,2025-07-12 05:51:01+00:00,"MeghaTrader
@MeghaTrader_MT
·
3h
Use of swing rule

#Nifty50
1
71",@MeghaTrader_MT,#Nifty50,"meghatrader


3h
use of swing rule

nifty50
1
71",0
ScienceofTrading,2025-07-12 05:46:24+00:00,"ScienceofTrading
@TradingScience8
·
3h
09.07.2025 Bank Nifty trade.
#slhunting #stoplosshunting #intradaytrading #intradayhunter #banknifty #optionstrading #beststrategy #beginners #Trader #Trades #stockmarketsindia #livetrading #nifty50 #BankNiftyOptions #tradingmarket
The media could not be played.
Reload
38",@TradingScience8,"#slhunting, #stoplosshunting, #intradaytrading, #intradayhunter, #banknifty, #optionstrading, #beststrategy, #beginners, #Trader, #Trades, #stockmarketsindia, #livetrading, #nifty50, #BankNiftyOptions, #tradingmarket","scienceoftrading


3h
09072025 bank nifty trade
slhunting stoplosshunting intradaytrading intradayhunter banknifty optionstrading beststrategy beginners trader trades stockmarketsindia livetrading nifty50 bankniftyoptions tradingmarket
the media could not be played
reload
38",-1
 Capital Trends ,2025-07-12 05:45:49+00:00," Capital Trends 
@CapitalTrends
·
3h
#HINDUNILVR leads #Nifty50 components in 1-week performance. http://capitaltrends.in
8
9
109",@CapitalTrends,"#HINDUNILVR, #Nifty50","capital trends 


3h
hindunilvr leads nifty50 components in 1week performance 
8
9
109",0
MeghaTrader,2025-07-12 05:42:41+00:00,"MeghaTrader
@MeghaTrader_MT
·
3h
A clear cut trendline is the one that connects atleast three points

#Nifty50
60",@MeghaTrader_MT,#Nifty50,"meghatrader


3h
a clear cut trendline is the one that connects atleast three points

nifty50
60",0
FuTo,2025-07-12 05:39:37+00:00,"FuTo
@Funnttoo
·
3h
#Nifty #Nifty50 #investing #breakout #StockslnFocus  #stocks #StocksToBuy #StocksToTrade  #stockmarketindia #trading  #Breakout #Nse  #Sensex  

Nothing is cheaper than Mass Public #Transports 
Don't rush to buy #cars based on #Mileage ,cars need to have many other features
74",@Funnttoo,"#Nifty, #Nifty50, #investing, #breakout, #StockslnFocus, #stocks, #StocksToBuy, #StocksToTrade, #stockmarketindia, #trading, #Breakout, #Nse, #Sensex, #Transports, #cars, #Mileage","futo


3h
nifty nifty50 investing breakout stockslnfocus  stocks stockstobuy stockstotrade  stockmarketindia trading  breakout nse  sensex  

nothing is cheaper than mass public transports 
dont rush to buy cars based on mileage cars need to have many other features
74",1
Integrated,2025-07-12 05:31:36+00:00,"Integrated
@IntegratedTweet
·
3h
#weeklymarketsnapshot #nifty50 #nse #bse #nifty50 #sensex #markettrends #stockmarketnews #indianstockmarket #integratedenterprises
50",@IntegratedTweet,"#weeklymarketsnapshot, #nifty50, #nse, #bse, #nifty50, #sensex, #markettrends, #stockmarketnews, #indianstockmarket, #integratedenterprises","integrated


3h
weeklymarketsnapshot nifty50 nse bse nifty50 sensex markettrends stockmarketnews indianstockmarket integratedenterprises
50",0
BMSMONEY,2025-07-12 05:30:00+00:00,"BMSMONEY
@BMS_MONEY
·
3h
Top 10   PSU Mutual Funds for 2025 Ranked by composite performance score
  As of June 30, 2025. Handpick the best funds for your portfolio!   
    https://bmsmoney.com/eng/mutual-fund/top-performing-psu-fund…
    #mutualfunds #MutualFundsSahiHai #NIFTYFUTURE #nifty50 #NiftyIT   #NiftyMidcap #NiftyBank #niftyOptions
Show more
1
52",@BMS_MONEY,"#mutualfunds, #MutualFundsSahiHai, #NIFTYFUTURE, #nifty50, #NiftyIT, #NiftyMidcap, #NiftyBank, #niftyOptions","bmsmoney


3h
top 10   psu mutual funds for 2025 ranked by composite performance score
  as of june 30 2025 handpick the best funds for your portfolio   
    
    mutualfunds mutualfundssahihai niftyfuture nifty50 niftyit   niftymidcap niftybank niftyoptions
show more
1
52",0
investingLife,2025-07-12 05:15:28+00:00,"investingLife
@investinglifein
·
3h
Option trading challenge. 
35k to 35L  (weekly report)
Net profit = 45947.
Total capital = 79947.
Just Follow & Like, for regular updates 
#TradingOpportunity
#VerifiedBySensibull  #Nifty50
1
4
190",@investinglifein,"#TradingOpportunity, #VerifiedBySensibull, #Nifty50","investinglife


3h
option trading challenge 
35k to 35l  weekly report
net profit  45947
total capital  79947
just follow  like for regular updates 
tradingopportunity
verifiedbysensibull  nifty50
1
4
190",0
Kalkaji share market Services,2025-07-12 05:14:42+00:00,"Kalkaji share market Services
@kalkaji49808
·
3h
#StockMarket #Investing #Trading #StockMarketIndia #Nifty50 #Sensex #ShareMarket #StockTips #FinancialFreedom #WealthBuilding
44",@kalkaji49808,"#StockMarket, #Investing, #Trading, #StockMarketIndia, #Nifty50, #Sensex, #ShareMarket, #StockTips, #FinancialFreedom, #WealthBuilding","kalkaji share market services


3h
stockmarket investing trading stockmarketindia nifty50 sensex sharemarket stocktips financialfreedom wealthbuilding
44",0
Green Red Stocks,2025-07-12 05:13:29+00:00,"Green Red Stocks
@GreenRedStocks
·
3h
Nifty/market is trapping Bears for the final time..Getting ready for massive Momentum in august 2025 Dsic: Only  for study purpose.not  an investment advice #Nifty50 #Nifty #banknifty #smallcap #niftysmallcap #niftytoday #niftyfuture
97",@GreenRedStocks,"#Nifty50, #Nifty, #banknifty, #smallcap, #niftysmallcap, #niftytoday, #niftyfuture","green red stocks


3h
niftymarket is trapping bears for the final timegetting ready for massive momentum in august 2025 dsic only  for study purposenot  an investment advice nifty50 nifty banknifty smallcap niftysmallcap niftytoday niftyfuture
97",0
Infintea,2025-07-12 05:06:04+00:00,"Stock Market India
Infintea
@Infintea_
·
3h
#India, #China & #Japan shine in 2025’s top 10 tech markets!  #Bengaluru, #Beijing & #Tokyo lead as global tech hubs, per Colliers. #TCS #Infosys #Huawei #Sony #ITServices. #StockMarketIndia #IndiaEconomy #Nifty50 #Sensex #RBI #InvestInIndia
The media could not be played.
Reload
123",@Infintea_,"#India, #China, #Japan, #Bengaluru, #Beijing, #Tokyo, #TCS, #Infosys, #Huawei, #Sony, #ITServices, #StockMarketIndia, #IndiaEconomy, #Nifty50, #Sensex, #RBI, #InvestInIndia","stock market india
infintea


3h
india china  japan shine in 2025s top 10 tech markets  bengaluru beijing  tokyo lead as global tech hubs per colliers tcs infosys huawei sony itservices stockmarketindia indiaeconomy nifty50 sensex rbi investinindia
the media could not be played
reload
123",0
AllAboutNAV,2025-07-12 05:02:17+00:00,"AllAboutNAV
@about_nav
·
3h
#Results Updates:

1. Madhya Bharat Agro (#MBAPL)
2. #Elecon Engineering
3. Avenue Supermarts (#DMART)
4. Aditya Birla Money (#BIRLAMONEY)
5. Nath Bio-Genes (#NATHBIOGEN)
6. #Sanginita Chemicals

#Q1Results #Q1FY26 #Nifty #Nifty50 #NiftyBank #GLENMARK #TCS #Amber #IREDA #BSE
4
609",@about_nav,"#Results, #MBAPL, #Elecon, #DMART, #BIRLAMONEY, #NATHBIOGEN, #Sanginita, #Q1Results, #Q1FY26, #Nifty, #Nifty50, #NiftyBank, #GLENMARK, #TCS, #Amber, #IREDA, #BSE","allaboutnav


3h
results updates

1 madhya bharat agro mbapl
2 elecon engineering
3 avenue supermarts dmart
4 aditya birla money birlamoney
5 nath biogenes nathbiogen
6 sanginita chemicals

q1results q1fy26 nifty nifty50 niftybank glenmark tcs amber ireda bse
4
609",0
BMSMONEY,2025-07-12 05:00:00+00:00,"BMSMONEY
@BMS_MONEY
·
3h
Top 10   Pharma Mutual Funds for 2025 Ranked by composite performance score
  As of June 30, 2025. Explore top-tier funds for your investment   goals! 
    https://bmsmoney.com/eng/mutual-fund/top-performing-pharma-fund…
    #mutualfunds #MutualFundsSahiHai #NIFTYFUTURE #nifty50 #NiftyIT   #NiftyMidcap #NiftyBank
Show more
41",@BMS_MONEY,"#mutualfunds, #MutualFundsSahiHai, #NIFTYFUTURE, #nifty50, #NiftyIT, #NiftyMidcap, #NiftyBank","bmsmoney


3h
top 10   pharma mutual funds for 2025 ranked by composite performance score
  as of june 30 2025 explore toptier funds for your investment   goals 
    
    mutualfunds mutualfundssahihai niftyfuture nifty50 niftyit   niftymidcap niftybank
show more
41",0
