username,timestamp,content,mentions,hashtags
ScienceofTrading,2025-07-12T05:46:24.000Z,"ScienceofTrading
@TradingScience8
·
3h
09.07.2025 Bank Nifty trade.
#slhunting #stoplosshunting #intradaytrading #intradayhunter #banknifty #optionstrading #beststrategy #beginners #Trader #Trades #stockmarketsindia #livetrading #nifty50 #BankNiftyOptions #tradingmarket
The media could not be played.
Reload
38",@TradingScience8,"#slhunting, #stoplosshunting, #intradaytrading, #intradayhunter, #banknifty, #optionstrading, #beststrategy, #beginners, #Trader, #Trades, #stockmarketsindia, #livetrading, #nifty50, #BankNiftyOptions, #tradingmarket"
 Capital Trends ,2025-07-12T05:45:49.000Z," Capital Trends 
@CapitalTrends
·
3h
#HINDUNILVR leads #Nifty50 components in 1-week performance. http://capitaltrends.in
8
9
109",@CapitalTrends,"#HINDUNILVR, #Nifty50"
MeghaTrader,2025-07-12T05:42:41.000Z,"MeghaTrader
@MeghaTrader_MT
·
3h
A clear cut trendline is the one that connects atleast three points

#Nifty50
60",@MeghaTrader_MT,#Nifty50
FuTo,2025-07-12T05:39:37.000Z,"FuTo
@Funnttoo
·
3h
#Nifty #Nifty50 #investing #breakout #StockslnFocus  #stocks #StocksToBuy #StocksToTrade  #stockmarketindia #trading  #Breakout #Nse  #Sensex  

Nothing is cheaper than Mass Public #Transports 
Don't rush to buy #cars based on #Mileage ,cars need to have many other features
74",@Funnttoo,"#Nifty, #Nifty50, #investing, #breakout, #StockslnFocus, #stocks, #StocksToBuy, #StocksToTrade, #stockmarketindia, #trading, #Breakout, #Nse, #Sensex, #Transports, #cars, #Mileage"
Integrated,2025-07-12T05:31:36.000Z,"Integrated
@IntegratedTweet
·
3h
#weeklymarketsnapshot #nifty50 #nse #bse #nifty50 #sensex #markettrends #stockmarketnews #indianstockmarket #integratedenterprises
50",@IntegratedTweet,"#weeklymarketsnapshot, #nifty50, #nse, #bse, #nifty50, #sensex, #markettrends, #stockmarketnews, #indianstockmarket, #integratedenterprises"
BMSMONEY,2025-07-12T05:30:00.000Z,"BMSMONEY
@BMS_MONEY
·
3h
Top 10   PSU Mutual Funds for 2025 Ranked by composite performance score
  As of June 30, 2025. Handpick the best funds for your portfolio!   
    https://bmsmoney.com/eng/mutual-fund/top-performing-psu-fund…
    #mutualfunds #MutualFundsSahiHai #NIFTYFUTURE #nifty50 #NiftyIT   #NiftyMidcap #NiftyBank #niftyOptions
Show more
1
52",@BMS_MONEY,"#mutualfunds, #MutualFundsSahiHai, #NIFTYFUTURE, #nifty50, #NiftyIT, #NiftyMidcap, #NiftyBank, #niftyOptions"
investingLife,2025-07-12T05:15:28.000Z,"investingLife
@investinglifein
·
3h
Option trading challenge. 
35k to 35L  (weekly report)
Net profit = 45947.
Total capital = 79947.
Just Follow & Like, for regular updates 
#TradingOpportunity
#VerifiedBySensibull  #Nifty50
1
4
190",@investinglifein,"#TradingOpportunity, #VerifiedBySensibull, #Nifty50"
Kalkaji share market Services,2025-07-12T05:14:42.000Z,"Kalkaji share market Services
@kalkaji49808
·
3h
#StockMarket #Investing #Trading #StockMarketIndia #Nifty50 #Sensex #ShareMarket #StockTips #FinancialFreedom #WealthBuilding
44",@kalkaji49808,"#StockMarket, #Investing, #Trading, #StockMarketIndia, #Nifty50, #Sensex, #ShareMarket, #StockTips, #FinancialFreedom, #WealthBuilding"
Green Red Stocks,2025-07-12T05:13:29.000Z,"Green Red Stocks
@GreenRedStocks
·
3h
Nifty/market is trapping Bears for the final time..Getting ready for massive Momentum in august 2025 Dsic: Only  for study purpose.not  an investment advice #Nifty50 #Nifty #banknifty #smallcap #niftysmallcap #niftytoday #niftyfuture
97",@GreenRedStocks,"#Nifty50, #Nifty, #banknifty, #smallcap, #niftysmallcap, #niftytoday, #niftyfuture"
Infintea,2025-07-12T05:06:04.000Z,"Stock Market India
Infintea
@Infintea_
·
3h
#India, #China & #Japan shine in 2025’s top 10 tech markets!  #Bengaluru, #Beijing & #Tokyo lead as global tech hubs, per Colliers. #TCS #Infosys #Huawei #Sony #ITServices. #StockMarketIndia #IndiaEconomy #Nifty50 #Sensex #RBI #InvestInIndia
The media could not be played.
Reload
123",@Infintea_,"#India, #China, #Japan, #Bengaluru, #Beijing, #Tokyo, #TCS, #Infosys, #Huawei, #Sony, #ITServices, #StockMarketIndia, #IndiaEconomy, #Nifty50, #Sensex, #RBI, #InvestInIndia"
AllAboutNAV,2025-07-12T05:02:17.000Z,"AllAboutNAV
@about_nav
·
3h
#Results Updates:

1. Madhya Bharat Agro (#MBAPL)
2. #Elecon Engineering
3. Avenue Supermarts (#DMART)
4. Aditya Birla Money (#BIRLAMONEY)
5. Nath Bio-Genes (#NATHBIOGEN)
6. #Sanginita Chemicals

#Q1Results #Q1FY26 #Nifty #Nifty50 #NiftyBank #GLENMARK #TCS #Amber #IREDA #BSE
4
609",@about_nav,"#Results, #MBAPL, #Elecon, #DMART, #BIRLAMONEY, #NATHBIOGEN, #Sanginita, #Q1Results, #Q1FY26, #Nifty, #Nifty50, #NiftyBank, #GLENMARK, #TCS, #Amber, #IREDA, #BSE"
BMSMONEY,2025-07-12T05:00:00.000Z,"BMSMONEY
@BMS_MONEY
·
3h
Top 10   Pharma Mutual Funds for 2025 Ranked by composite performance score
  As of June 30, 2025. Explore top-tier funds for your investment   goals! 
    https://bmsmoney.com/eng/mutual-fund/top-performing-pharma-fund…
    #mutualfunds #MutualFundsSahiHai #NIFTYFUTURE #nifty50 #NiftyIT   #NiftyMidcap #NiftyBank
Show more
41",@BMS_MONEY,"#mutualfunds, #MutualFundsSahiHai, #NIFTYFUTURE, #nifty50, #NiftyIT, #NiftyMidcap, #NiftyBank"
राजेश सनातनी,2025-07-12T04:52:18.000Z,"राजेश सनातनी
@rajesh271285400
·
4h
Aur Kuch Gyaani log Ise Jua Bolte hain 
---
 India’s Bulls Beat the Economy!
Stock Market crosses ₹400 Lakh Crore — More Valuable than India’s GDP! 
#IndiaShareMarket #GDPvsMarketCap #StockMarketIndia #InvestSmart #Nifty50
43",@rajesh271285400,"#IndiaShareMarket, #GDPvsMarketCap, #StockMarketIndia, #InvestSmart, #Nifty50"
ET NOW,2025-07-12T04:41:03.000Z,"ET NOW
@ETNOWlive
·
4h
India Vs RoW | Here's how the major global indices performed last week 

#Nifty50 #Nasdaq #DowJones #FTSE #CAC #DAX #HangSeng #Kospi #Shanghai #Nikkei
1
1
5
2.1K",@ETNOWlive,"#Nifty50, #Nasdaq, #DowJones, #FTSE, #CAC, #DAX, #HangSeng, #Kospi, #Shanghai, #Nikkei"
MeghaTrader,2025-07-12T04:34:42.000Z,"MeghaTrader
@MeghaTrader_MT
·
4h
Exceptional winner pattern

#Nifty50
1
107",@MeghaTrader_MT,#Nifty50
BMSMONEY,2025-07-12T04:30:00.000Z,"BMSMONEY
@BMS_MONEY
·
4h
Top 10   Manufacturing Mutual Funds for 2025 Ranked by composite performance   score
  As of June 30, 2025. Find the best fund picks to secure your   future! 
    https://bmsmoney.com/eng/mutual-fund/top-performing-manufacturing-fund…
    #mutualfunds #MutualFundsSahiHai #NIFTYFUTURE #nifty50 #NiftyIT   #NiftyMidcap #NiftyBank
Show more
41",@BMS_MONEY,"#mutualfunds, #MutualFundsSahiHai, #NIFTYFUTURE, #nifty50, #NiftyIT, #NiftyMidcap, #NiftyBank"
Green Red Stocks,2025-07-12T04:29:09.000Z,"Green Red Stocks
@GreenRedStocks
·
4h
This one Setting up for well for short term ....Chart looks good... #ALICON #Nifty #banknifty #Nifty50 #SwingTrading
97",@GreenRedStocks,"#ALICON, #Nifty, #banknifty, #Nifty50, #SwingTrading"
Trading Zone,2025-07-12T04:27:54.000Z,"Trading Zone
@prsablue
·
4h
#SAKSOFT

Historical data of 2021,2023 suggested strong moves in July.

We caught this on 3rd July,2025

#nifty #nifty50 #sensex #stockmarket #banknifty #StocksToWatch #giftnifty #StocksInFocus #stocks
Quote
Ravi Sharma
@StocksNerd
·
Jul 6
3:50
A trainee of mine (@prsablue) took a position in #SAKSOFT last week.

He spotted the setup using Shapers, tracked the Price/Volume footprints and backed it up with a solid breakdown.

What stood out even more?
He documented his reasoning, broke it down step-by-step and posted the
5
370","@prsablue, @StocksNerd, @prsablue","#SAKSOFT, #nifty, #nifty50, #sensex, #stockmarket, #banknifty, #StocksToWatch, #giftnifty, #StocksInFocus, #stocks, #SAKSOFT"
Mota Bhai - Chart is King (NISM Certified),2025-07-12T04:27:53.000Z,"Mota Bhai - Chart is King (NISM Certified)
@ASR_Official1
·
4h
#Nifty50 #StockMarketIndia #StockMarketUpdate
1
55",@ASR_Official1,"#Nifty50, #StockMarketIndia, #StockMarketUpdate"
Deepakchandra Maurya,2025-07-12T04:27:26.000Z,"Indian Stock Market
Deepakchandra Maurya
@Elliott_Trader_
·
4h
Nifty View for 14th July...
According to price action or opening of the market u can play this levels...
#Nifty #Nifty50 #niftycrash #stockmarketcrash #StockMarketIndia #StockMarketUpdate #optiontrading #Trending #explore
1
220",@Elliott_Trader_,"#Nifty, #Nifty50, #niftycrash, #stockmarketcrash, #StockMarketIndia, #StockMarketUpdate, #optiontrading, #Trending, #explore"
Komal Securities..,2025-07-12T04:23:53.000Z,"Komal Securities..
@KomalSecurities
·
4h
PM E-Drive scheme will fuel the growth to E-truck manufacturers like #AshokLeyland #TataMotors #EicherMotors etc. as ppl will start shifting from conventional truck to electric truck slowly slowly...

#Komalsecurities #StockMarket #Investing #Equity #Nse #Nifty50.
1
167",@KomalSecurities,"#AshokLeyland, #TataMotors, #EicherMotors, #Komalsecurities, #StockMarket, #Investing, #Equity, #Nse, #Nifty50"
ckacraj,2025-07-12T04:16:03.000Z,"ckacraj
@ckacraj
·
4h
NIFTY: BULL or BEAR? 12-JUL-2025
https://ewavesjournal.blogspot.com/2025/07/nifty-bull-or-bear-12-jul-2025.html…
https://ewavesjournal.blogspot.com/2025/07/nifty-bull-or-bear-25405-analysis-on-03.html…
Bigger Picture: https://ewavesjournal.blogspot.com/2025/06/nifty-analysis-bigger-picture-for-next.html…
#nifty #nifty50 #india50 #nse #index #indices #indexes #stock #equity #share #shares #stocks #equities #india #bnifty #banknifty 
@__indian__
.community___
104","@ckacraj, @__indian__","#nifty, #nifty50, #india50, #nse, #index, #indices, #indexes, #stock, #equity, #share, #shares, #stocks, #equities, #india, #bnifty, #banknifty"
BMSMONEY,2025-07-12T04:00:01.000Z,"BMSMONEY
@BMS_MONEY
·
4h
Top 10   Infrastructure Mutual Funds for 2025 Ranked by composite performance   score
  As of June 30, 2025. Discover must-have funds for your   portfolio! 
    https://bmsmoney.com/eng/mutual-fund/top-performing-infrastructure-fund…
    #mutualfunds #MutualFundsSahiHai #NIFTYFUTURE #nifty50 #NiftyIT   #NiftyMidcap #NiftyBank
Show more
47",@BMS_MONEY,"#mutualfunds, #MutualFundsSahiHai, #NIFTYFUTURE, #nifty50, #NiftyIT, #NiftyMidcap, #NiftyBank"
MarketMinds,2025-07-12T03:47:51.000Z,"MarketMinds
@07hosa
·
5h
If you pay more attention to others, 
You'll always fall down. 
#stockmarketcrash #niftycrash #Nifty50 #banknifty #investing #Motivation #motivational
The media could not be played.
Reload
1
60",@07hosa,"#stockmarketcrash, #niftycrash, #Nifty50, #banknifty, #investing, #Motivation, #motivational"
Mint,2025-07-12T03:46:20.000Z,"Mint
@livemint
·
5h
Replying to 
@livemint
#MintMarkets | Sumeet Bagadia recommends three stocks to buy on Monday 

https://livemint.com/market/stock-market-news/buy-or-sell-sumeet-bagadia-recommends-three-stocks-to-buy-on-monday-14-july-2025-11752288413537.html…

#StockMarket #Sensex #Nifty #Nifty50
Buy or sell: Sumeet Bagadia recommends three stocks to buy on Monday - 14 July 2025 | Stock Market...
From livemint.com
1
1.6K","@livemint, @livemint","#MintMarkets, #StockMarket, #Sensex, #Nifty, #Nifty50"
Swing Trader,2025-07-12T03:41:09.000Z,"Swing Trader
@Swingtrader_1
·
5h
𝗦𝗲𝗻𝘀𝗲𝘅   Price history

1980 :-  125
1985 :-  287
1990 :-  793
1995 :-  3943
2000 :- 6150
2005 :- 6954
2010 :-  17790
2015 :-  29844
2020 :- 42273
2024 :-  85978
𝟮𝟬𝟯𝟬  :-  ?

#sensex #nifty #Banknifty #giftnifty #Nifty50
1
232",@Swingtrader_1,"#sensex, #nifty, #Banknifty, #giftnifty, #Nifty50"
Mint,2025-07-12T03:37:53.000Z,"Mint
@livemint
·
5h
#MintMarkets | Mehul Kothari of Anand Rathi recommended buying these three buy or sell stocks 

https://livemint.com/market/stock-market-news/stocks-to-buy-under-rs-200-mehul-kothari-of-anand-rathi-recommends-three-shares-to-buy-or-sell-on-monday-14-july-2025-11752286184250.html… 

#StockMarket #Sensex #Nifty #Nifty50
Stocks to buy under ₹200: Mehul Kothari of Anand Rathi recommends three shares to buy or sell on...
From livemint.com
1
2
2.4K",@livemint,"#MintMarkets, #StockMarket, #Sensex, #Nifty, #Nifty50"
Manish,2025-07-12T03:32:51.000Z,"Manish
@PlanetPosition
·
5h
Rule of the Day !
Please Share your Thoughts !!!!
#trading #stockmarket #stockstofocus #trending #nifty50 #news #bankniftyoptions #motivation
104",@PlanetPosition,"#trading, #stockmarket, #stockstofocus, #trending, #nifty50, #news, #bankniftyoptions, #motivation"
Uday Krishna,2025-07-12T03:16:46.000Z,"Uday Krishna
@udaybommineni
·
5h
NIFTY Sector Indices 1 Week Performance (07-Jul - 11-Jul-2025)

#Nifty #Nifty50 #Midcap #Smallcap #BankNifty #NiftyIT #NiftyAuto #Markets #India #Stocks #Trading #Sensex
1
105",@udaybommineni,"#Nifty, #Nifty50, #Midcap, #Smallcap, #BankNifty, #NiftyIT, #NiftyAuto, #Markets, #India, #Stocks, #Trading, #Sensex"
Uday Krishna,2025-07-12T03:15:11.000Z,"Uday Krishna
@udaybommineni
·
5h
NIFTY Main Indices 1 Week Performance (07-Jul - 11-Jul-2025)

#Nifty #Nifty50 #Midcap #Smallcap #BankNifty #NiftyIT #NiftyAuto #Markets #India #Stocks #Trading #Sensex
102",@udaybommineni,"#Nifty, #Nifty50, #Midcap, #Smallcap, #BankNifty, #NiftyIT, #NiftyAuto, #Markets, #India, #Stocks, #Trading, #Sensex"
Breakout Boy,2025-07-12T03:02:51.000Z,"Breakout Boy
@incognittweet
·
5h
Replying to 
@incognittweet
Employees क्या बोलते हैं?
Glassdoor, LinkedIn, या ex-employees की बातें बहुत कुछ reveal करती हैं।
 क्या work culture ethical है?
 क्या management genuine है या बस दिखावा करता है?
Read
#StockMarketIndia #stocks #Nifty #Nifty50  #StocksToBuy #stockmarketnews #StockMarket
1
89","@incognittweet, @incognittweet","#StockMarketIndia, #stocks, #Nifty, #Nifty50, #StocksToBuy, #stockmarketnews, #StockMarket"
BMSMONEY,2025-07-12T03:00:01.000Z,"BMSMONEY
@BMS_MONEY
·
5h
Top 10   Consumption Mutual Funds for 2025 Ranked by composite performance score
  As of June 30, 2025. Grow your wealth with these top fund picks!   
    https://bmsmoney.com/eng/mutual-fund/top-performing-consumption-fund…
    #mutualfunds #MutualFundsSahiHai #NIFTYFUTURE #nifty50 #NiftyIT   #NiftyMidcap #NiftyBank
Show more
46",@BMS_MONEY,"#mutualfunds, #MutualFundsSahiHai, #NIFTYFUTURE, #nifty50, #NiftyIT, #NiftyMidcap, #NiftyBank"
BMSMONEY,2025-07-12T02:51:01.000Z,"BMSMONEY
@BMS_MONEY
·
6h
Top 10   Credit Risk Mutual Funds for 2025 Ranked by composite performance score
  As of June 30, 2025. 
      https://bmsmoney.com/eng/mutual-fund/top-performing-credit-risk-fund…
    #mutualfunds #MutualFundsSahiHai #NIFTYFUTURE #nifty50 #NiftyIT   #NiftyMidcap #NiftyBank #niftyOptions #sensex #India #FIIs #DIIs
61",@BMS_MONEY,"#mutualfunds, #MutualFundsSahiHai, #NIFTYFUTURE, #nifty50, #NiftyIT, #NiftyMidcap, #NiftyBank, #niftyOptions, #sensex, #India, #FIIs, #DIIs"
Rishabh Gupta,2025-07-12T02:37:10.000Z,"Rishabh Gupta
@gsi_trades
·
6h
Sensex Intraday Algo Performance 11Jul25

ROI : 0.75%

ROI for entire week so far (7 Jul - 11 Jul 25) : 5.35%

Jul 25 Monthly return so far : 9.19% 

#sensex #nifty50 #algo #profit #StockMarket #banknifty #options #Optionselling #OptionsTrading
60",@gsi_trades,"#sensex, #nifty50, #algo, #profit, #StockMarket, #banknifty, #options, #Optionselling, #OptionsTrading"
JAIN INVESTMENT™,2025-07-12T02:36:06.000Z,"JAIN INVESTMENT™
@JainInvestment
·
6h
#Market_Closing :
for 11/07/2025

#BSE #Sensex :
82,500.47 (-0.83%)

#Nifty50 :
25,149.85 (-0.81%)

#India #VIX :
11.82 (+1.29%)

● #FII & #DII Trading Activity – (Provisional)

▪︎#FIIs Net Buy : 
₹-5,104.22 Cr 

▪︎#DIIs Net Buy : 
₹3,558.63 Cr 


132",@JainInvestment,"#Market_Closing, #BSE, #Sensex, #Nifty50, #India, #VIX, #FII, #DII, #FIIs, #DIIs"
Technical Analysis Wala,2025-07-12T02:35:22.000Z,"Technical Analysis Wala
@Techinal2424
·
6h
Uncertainty in the markets will continue were the next few week. Do not take long position
#niftycrash #stockmarketcrash #stockmarketsindia #smallcap #sharemarketindia #RupeeVsDollar #stockmarketsindia #StocksToWatch #FIIs #banknifty #StocksToWatch #Nifty50 #SEBI #Optionselling
89",@Techinal2424,"#niftycrash, #stockmarketcrash, #stockmarketsindia, #smallcap, #sharemarketindia, #RupeeVsDollar, #stockmarketsindia, #StocksToWatch, #FIIs, #banknifty, #StocksToWatch, #Nifty50, #SEBI, #Optionselling"
mNivesh,2025-07-12T02:28:00.000Z,"mNivesh
@mniveshTeam
·
6h
""Investing is not about avoiding risk; it's about understanding and managing it."" - Benjamin Graham

#stockmarket #stockmarketnews #niveshonline #mutualfund #nifty50 #stockmarketindia #mutualfundis #endofday
41",@mniveshTeam,"#stockmarket, #stockmarketnews, #niveshonline, #mutualfund, #nifty50, #stockmarketindia, #mutualfundis, #endofday"
Trader Karuna,2025-07-12T02:26:03.000Z,"Trader Karuna
@bkarunagaran9_b
·
6h
#Nifty
#Nifty50
#NiftyFutures
#NiftyOptions

Price Action 
Support
Resistance
Trendline... 
Always Best to Trade...

Technical Analysis... 
Multi-Timeframe &Middle-Timeframe Analysis...
Quote
Trader Karuna
@bkarunagaran9_b
·
6h
#Nifty
#Nifty50
#NiftyFutures
#NiftyOptions

Price Action 
Support
Resistance
Trendline... 
Always Best to Trade...

Technical Analysis... 
Multi-Timeframe &Top-Down Analysis...
101","@bkarunagaran9_b, @bkarunagaran9_b","#Nifty, #Nifty50, #NiftyFutures, #NiftyOptions, #Nifty, #Nifty50, #NiftyFutures, #NiftyOptions"
Next IPO India,2025-07-12T02:21:35.000Z,"Next IPO India
@nextipoindia
·
6h
 Market Alert: Nifty dips under 25,200
Nifty50 sank ~205 pts (‑0.8%), Sensex fell ~690 pts on global trade fears and weak earnings cues.
 https://nextipoindia.com/news/
#Volatility #Nifty50 #MacroRisk #IndianMarkets
nextipoindia.com
Market News
Market News
48",@nextipoindia,"#Volatility, #Nifty50, #MacroRisk, #IndianMarkets"
Mohit Khatri,2025-07-12T02:18:57.000Z,"Mohit Khatri
@MohitKhatriJSM
·
6h
#NIFTY #NIFTY50 Observation only
There are two possibilities as of now.

Disc. This is not a buy or sell recommendation. Just observe and learn.
1
2
171",@MohitKhatriJSM,"#NIFTY, #NIFTY50"
Kalkaji share market Services,2025-07-12T02:17:42.000Z,"Kalkaji share market Services
@kalkaji49808
·
6h
In the share market, you should always look ahead — never look back.

#StockMarket #Investing #StocksToWatch #ShareMarket #Trading #StockTips #Nifty50 #Sensex #TechnicalAnalysis #Investment #StockMarketIndia #Equity #IntradayTrading #BullMarket #BearMarket #FinancialFreedom
54",@kalkaji49808,"#StockMarket, #Investing, #StocksToWatch, #ShareMarket, #Trading, #StockTips, #Nifty50, #Sensex, #TechnicalAnalysis, #Investment, #StockMarketIndia, #Equity, #IntradayTrading, #BullMarket, #BearMarket, #FinancialFreedom"
Raman Iyer,2025-07-12T02:10:47.000Z,"Raman Iyer
@iyerraman75
·
6h
FIis buying in 2 digits 
BUT selling in 4 digits
Mutual funds BUY dumping investors money in DUSTBIN 
#Nifty50
Quote
CNBC-TV18
@CNBCTV18Live
·
19h
#FundFlow | #FIIs net sell ₹5,104.22 cr while #DIIs net buy ₹3,558.63 cr in equities today (provisional)
66","@iyerraman75, @CNBCTV18Live","#Nifty50, #FundFlow, #FIIs, #DIIs"
BMSMONEY,2025-07-12T02:06:00.000Z,"BMSMONEY
@BMS_MONEY
·
6h
Top 10   Banking and Financial Services Mutual Funds for 2025 Ranked by composite   performance score
  As of June 30, 2025. Find the perfect funds to enhance your   portfolio! 
      https://bmsmoney.com/eng/mutual-fund/top-performing-banking-and-financial-services-fund…
    #mutualfunds #MutualFundsSahiHai #NIFTYFUTURE #nifty50 #NiftyIT
Show more
63",@BMS_MONEY,"#mutualfunds, #MutualFundsSahiHai, #NIFTYFUTURE, #nifty50, #NiftyIT"
Raj Agrawal,2025-07-12T02:05:58.000Z,"Raj Agrawal
@Agrawal_Raj
·
6h
[Automated]

Indian Indices

#Nifty50 25150 (-0.81%) (11-Jul)
#Sensex 82500 (-0.83%) (11-Jul)
#BankNifty 56755 (-0.35%) (11-Jul)


Quote
Raj Agrawal
@Agrawal_Raj
·
May 22, 2021
Disclaimer and Usage Guidelines: Data published is with intent for providing assistance and helping out. All data is gathered from publicly available sites and APIs. Do not guarantee 100% accuracy of the data. For upto-date information, please refer to the respective sites.
1
61","@Agrawal_Raj, @Agrawal_Raj","#Nifty50, #Sensex, #BankNifty"
Raman Iyer,2025-07-12T02:05:04.000Z,"Raman Iyer
@iyerraman75
·
6h
#justasking
Whoever bought 50cr-100cr properties say like DLF go by helicopter?
#Nifty50
'I have no words left, just pain': #Gurgaon resident shows flooded home near DLF Camellias after downpour
'I have no words left, just pain': Gurgaon resident shows flooded home near DLF Camellias after...
From moneycontrol.com
46",@iyerraman75,"#justasking, #Nifty50, #Gurgaon"
